SpendID,CampaignDate,CampaignID,ChannelID,Ad_Spend,AttributedRevenue,Conversions,AvgOrderValue,CPA,CVR
MKT000014513,15/01/2024,CMP00034,CH04,903.59,5528.87,40,67.39,22.59,0.0042
MKT000014515,16/04/2024,CMP00276,CH05,1865.09,10158.0,51,96.6,36.57,0.0038
MKT000014516,21/12/2024,CMP00058,CH05,2004.61,8286.5,41,92.84,48.89,0.019
MKT000014518,27/01/2024,CMP00053,CH04,3350.09,18430.69,86,63.85,38.95,0.0138
MKT000014521,12/07/2024,CMP00030,CH02,216.67,2983.4,11,75.4,19.7,0.0007
MKT000014525,01/06/2024,CMP00105,CH01,915.72,2197.37,14,105.66,65.41,0.0025
MKT000014528,19/11/2024,CMP00107,CH05,1173.96,5590.7,13,103.97,90.3,0.0013
MKT000014529,08/04/2024,CMP00068,CH01,2042.54,14281.61,74,74.38,27.6,0.0057
MKT000014530,01/01/2024,CMP00186,CH04,524.7,2781.64,9,92.41,58.3,0.0041
MKT000014532,05/09/2024,CMP00104,CH01,406.34,924.74,3,60.87,135.45,0.0003
MKT000014533,29/05/2024,CMP00182,CH02,86.41,648.69,2,61.79,43.21,0.0001
MKT000014536,18/01/2024,CMP00242,CH06,1088.15,4476.32,16,73.21,68.01,0.0025
MKT000014542,05/05/2024,CMP00221,CH04,3378.16,10806.24,41,94.15,82.39,0.0038
MKT000014546,28/08/2024,CMP00052,CH04,405.38,943.87,4,112.6,101.34,0.0003
MKT000014547,07/06/2024,CMP00082,CH06,2214.91,6085.37,31,117.7,71.45,0.0086
MKT000014548,16/05/2024,CMP00163,CH04,1616.38,1292.06,8,55.07,202.05,0.0008
MKT000014555,12/03/2024,CMP00242,CH06,661.48,3725.87,14,89.4,47.25,0.0008
MKT000014556,16/06/2024,CMP00193,CH01,1400.45,12546.43,66,82.46,21.22,0.0442
MKT000014564,08/09/2024,CMP00203,CH02,297.97,3768.38,21,75.5,14.19,0.0015
MKT000014567,27/11/2024,CMP00043,CH01,937.91,4047.18,26,87.86,36.07,0.0015
MKT000014572,01/07/2024,CMP00014,CH03,2370.99,25931.51,178,75.11,13.32,0.0197
MKT000014575,18/02/2024,CMP00237,CH01,722.52,4771.65,21,80.67,34.41,0.0014
MKT000014577,08/02/2024,CMP00276,CH05,"4856,77",14032.64,63,85.55,77.09,0.0265
MKT000014581,14/11/2024,CMP00200,CH03,559.88,2153.48,9,93.3,62.21,0.0006
MKT000014582,30/05/2024,CMP00022,CH03,841.84,7316.08,42,54.82,20.04,0.0068
MKT000014585,01/09/2024,CMP00191,CH01,1758.09,5819.96,30,96.44,58.6,0.0018
MKT000014587,14/07/2024,CMP00072,CH04,2694.63,18921.08,97,82.62,27.78,0.0177
MKT000014591,22/12/2024,CMP00158,CH06,1330.1,2006.56,5,71.63,266.02,0.0008
MKT000014592,13/01/2024,CMP00047,CH05,1292.47,8447.35,38,73.68,34.01,0.0077
MKT000014593,25/01/2024,CMP00203,CH02,230.15,1508.71,7,108.07,32.88,0.0007
MKT000014595,18/10/2024,CMP00227,CH05,819.05,4915.4,15,80.59,54.6,0.0067
MKT000014598,08/12/2024,CMP00018,CH01,1071.07,7003.54,50,83.22,21.42,0.0038
MKT000014600,02/10/2024,CMP00194,CH05,808.53,4666.34,17,125.6,47.56,0.0011
MKT000014605,14/01/2024,CMP00069,CH03,441.76,2994.98,31,65.14,14.25,0.0022
MKT000014612,07/04/2024,CMP00056,CH04,1898.07,3298.58,13,93.53,146.01,0.0073
MKT000014614,20/05/2024,CMP00223,CH04,848.12,4350.63,13,101.51,65.24,0.003
MKT000014618,24/10/2024,CMP00189,CH01,1255.38,3259.04,16,103.35,78.46,0.0011
MKT000014619,09/06/2024,CMP00134,CH01,4735.98,15576.42,69,94.9,68.64,0.0044
MKT000014620,27/12/2024,CMP00143,CH04,1805.78,7785.67,24,94.77,75.24,0.0118
MKT000014622,16/03/2024,CMP00038,CH01,917.68,6157.84,29,97.12,31.64,0.0023
MKT000014624,25/01/2024,CMP00039,CH04,2319.41,9912.76,63,88.05,36.82,0.0194
MKT000014625,23/04/2024,CMP00226,CH02,373.54,2806.65,16,72.55,23.35,0.0013
MKT000014628,21/05/2024,CMP00251,CH04,2827.04,11416.77,52,97.28,54.37,0.0148
MKT000014630,05/03/2024,CMP00178,CH01,693.4,2596.09,9,88.48,77.04,0.001
MKT000014636,25/06/2024,CMP00148,CH02,276.42,2362.92,8,89.87,34.55,0.0009
MKT000014637,01/01/2024,CMP00253,CH02,104.86,1351.64,5,91.43,20.97,0.0011
MKT000014641,20/08/2024,CMP00134,CH01,1894.34,8614.73,34,73.07,55.72,0.0053
MKT000014644,10/02/2024,CMP00195,CH05,443.19,4463.86,21,81.46,21.1,0.0022
MKT000014646,02/03/2024,CMP00156,CH06,1516.67,6322.75,22,92.4,68.94,0.0013
MKT000014647,29/06/2024,CMP00214,CH03,729.49,3285.96,15,85.6,48.63,0.0009
MKT000014648,25/10/2024,CMP00239,CH04,1904.8,7038.3,33,88.15,57.72,0.0032
MKT000014651,01/08/2024,CMP00111,CH05,818.8,4369.59,20,94.74,40.94,0.0022
MKT000014652,02/05/2024,CMP00152,CH01,355.62,611.44,5,97.5,71.12,0.0007
MKT000014656,29/05/2024,CMP00129,CH04,4226.27,31394.57,137,61.1,30.85,0.0178
MKT000014657,25/12/2024,CMP00224,CH02,243.0,4030.7,17,58.6,14.29,0.003
MKT000014659,18/10/2024,CMP00029,CH01,1476.47,9392.74,31,73.82,47.63,0.0043
MKT000014666,01/08/2024,CMP00200,CH03,537.99,4078.93,44,79.7,12.23,0.005
MKT000014672,03/11/2024,CMP00155,CH03,1106.68,11118.18,99,77.93,11.18,0.0085
MKT000014673,18/03/2024,CMP00225,CH02,422.48,2124.6,8,81.01,52.81,0.0015
MKT000014676,03/03/2024,CMP00092,CH02,166.74,1548.34,10,96.16,16.67,0.0006
MKT000014679,03/09/2024,CMP00182,CH02,80.0,946.89,6,86.24,13.33,0.001
MKT000014682,12/09/2024,CMP00118,CH01,2068.73,8282.95,45,122.77,45.97,0.003
MKT000014689,15/06/2024,CMP00173,CH05,1085.28,11015.2,51,115.63,21.28,0.0032
MKT000014690,22/12/2024,CMP00267,CH05,954.91,10564.85,30,96.72,31.83,0.0029
MKT000014691,27/12/2024,CMP00076,CH02,88.95,1021.7,2,102.53,44.47,0.0002
MKT000014694,20/06/2024,CMP00230,CH01,2577.38,19911.58,67,62.75,38.47,0.0216
MKT000014696,10/01/2024,CMP00245,CH01,2159.19,9232.05,37,66.04,58.36,0.0091
MKT000014706,01/07/2024,CMP00123,CH06,3546.99,7380.59,26,43.5,136.42,0.0036
MKT000014708,18/07/2024,CMP00203,CH02,299.38,1556.64,10,101.73,29.94,0.0007
MKT000014712,05/06/2024,CMP00073,CH01,3232.42,28928.93,130,75.93,24.86,0.0104
MKT000014714,04/05/2024,CMP00237,CH01,2628.73,15799.18,65,85.14,40.44,0.0405
MKT000014724,26/12/2024,CMP00150,CH03,1865.68,20034.67,98,85.05,19.04,0.0206
MKT000014725,03/07/2024,CMP00006,CH04,905.05,3242.29,11,70.95,82.28,0.0021
MKT000014727,14/02/2024,CMP00160,CH01,1164.95,4138.69,14,89.25,83.21,0.0009
MKT000014728,28/03/2024,CMP00168,CH01,648.24,1372.03,2,76.09,324.12,0.0001
MKT000014730,04/11/2024,CMP00261,CH03,341.01,1426.8,5,98.86,68.2,0.0003
MKT000014734,17/12/2024,CMP00164,CH06,2781.32,12901.96,62,116.56,44.86,0.0344
MKT000014739,13/06/2024,CMP00229,CH04,3946.69,9863.51,37,125.14,106.67,0.0061
MKT000014742,13/11/2024,CMP00033,CH04,1218.65,8606.72,36,86.61,33.85,0.0081
MKT000014750,31/05/2024,CMP00027,CH02,387.62,5383.87,32,114.38,12.11,0.0023
MKT000014751,23/10/2024,CMP00044,CH03,553.45,5505.63,45,88.07,12.3,0.0077
MKT000014754,02/03/2024,CMP00196,CH03,440.17,1841.7,7,56.77,62.88,0.001
MKT000014755,29/08/2024,CMP00208,CH01,1521.49,7739.09,40,76.24,38.04,0.0051
MKT000014759,10/03/2024,CMP00071,CH04,1690.7,5268.52,23,66.72,73.51,0.011
MKT000014764,16/05/2024,CMP00089,CH03,523.8,3577.06,27,81.1,19.4,0.0041
MKT000014765,06/12/2024,CMP00046,CH05,1904.77,7931.75,32,74.13,59.52,0.008
MKT000014766,31/08/2024,CMP00164,CH06,634.71,2083.38,8,52.34,79.34,0.0013
MKT000014769,14/09/2024,CMP00133,CH03,628.34,5109.99,34,83.3,18.48,0.0024
MKT000014778,14/03/2024,CMP00180,CH01,"963,60",5152.76,23,117.76,41.9,0.0173
MKT000014789,18/04/2024,CMP00061,CH01,1746.72,7157.74,28,115.01,62.38,0.0019
MKT000014792,25/04/2024,CMP00103,CH05,1093.56,6152.29,41,83.83,26.67,0.0276
MKT000014794,11/01/2024,CMP00022,CH03,140.3,1051.66,6,67.86,23.38,0.0004
MKT000014802,11/07/2024,CMP00048,CH06,1963.98,4223.5,11,93.38,178.54,0.0025
MKT000014807,25/06/2024,CMP00086,CH03,347.46,2952.43,27,94.91,12.87,0.0021
MKT000014812,29/06/2024,CMP00188,CH06,4808.96,15368.62,41,123.44,117.29,0.0337
MKT000014813,06/11/2024,CMP00058,CH05,1937.57,9127.1,25,78.76,77.5,0.002
MKT000014817,12/01/2024,CMP00002,CH04,1352.65,10051.18,37,71.69,36.56,0.004
MKT000014822,24/03/2024,CMP00213,CH02,103.48,1453.51,7,96.5,14.78,0.0008
MKT000014823,19/10/2024,CMP00127,CH03,1856.27,11384.05,110,95.34,16.88,0.0172
MKT000014824,09/06/2024,CMP00140,CH01,687.88,3115.3,11,119.26,62.53,0.0007
MKT000014833,08/08/2024,CMP00215,CH04,1070.97,2929.48,19,66.07,56.37,0.0013
MKT000014834,24/03/2024,CMP00074,CH01,1642.35,11192.56,47,114.81,34.94,0.0036
MKT000014842,26/09/2024,CMP00062,CH02,80.0,595.62,3,92.55,26.67,0.0004
MKT000014847,07/05/2024,CMP00247,CH04,3722.33,19890.9,70,92.55,53.18,0.0085
MKT000014850,07/08/2024,CMP00021,CH01,4514.39,12474.48,50,63.97,90.29,0.0047
MKT000014861,29/02/2024,CMP00207,CH01,1327.77,14114.45,51,104.41,26.03,0.0194
MKT000014863,25/06/2024,CMP00056,CH04,1121.61,3372.61,13,113.26,86.28,0.0019
MKT000014871,27/12/2024,CMP00251,CH04,6391.5,22663.28,93,72.5,68.73,0.0299
MKT000014877,16/11/2024,CMP00125,CH04,1644.06,2586.74,8,88.09,205.51,0.0006
MKT000014879,24/11/2024,CMP00048,CH06,1939.54,7687.44,23,52.6,84.33,0.0024
MKT000014882,16/01/2024,CMP00096,CH03,81.56,819.86,4,72.08,20.39,0.0004
MKT000014883,13/01/2024,CMP00117,CH02,443.83,4277.95,18,99.71,24.66,0.0024
MKT000014885,11/08/2024,CMP00124,CH01,1338.58,6898.26,27,67.87,49.58,0.0033
MKT000014890,02/09/2024,CMP00255,CH03,"596,24",2391.6,17,101.89,35.07,0.0022
MKT000014891,30/04/2024,CMP00065,CH03,441.39,1922.28,15,56.01,29.43,0.0157
MKT000014896,03/08/2024,CMP00089,CH03,971.26,2474.11,18,93.55,53.96,0.018
MKT000014899,16/09/2024,CMP00176,CH05,821.07,5335.32,36,76.95,22.81,0.0021
MKT000014904,15/10/2024,CMP00157,CH01,1162.61,7205.87,43,100.56,27.04,0.0054
MKT000014905,02/04/2024,CMP00031,CH03,1527.91,12719.89,74,90.37,20.65,0.0068
MKT000014907,01/12/2024,CMP00267,CH05,875.49,4857.16,16,66.52,54.72,0.0016
MKT000014911,02/02/2024,CMP00158,CH06,1001.85,2633.75,7,87.41,143.12,0.0005
MKT000014915,21/03/2024,CMP00137,CH03,484.91,3204.03,25,81.2,19.4,0.0019
MKT000014920,08/09/2024,CMP00128,CH05,2874.54,23302.4,131,84.67,21.94,0.0115
MKT000014921,12/03/2024,CMP00040,CH01,1123.04,3260.45,27,91.25,41.59,0.0039
MKT000014926,11/03/2024,CMP00157,CH01,425.8,2150.66,6,92.56,70.97,0.0007
MKT000014931,09/11/2024,CMP00123,CH06,637.14,1205.55,1,72.58,637.14,0.0003
MKT000014941,28/03/2024,CMP00179,CH02,157.94,1929.13,6,120.69,26.32,0.0066
MKT000014942,30/12/2024,CMP00037,CH05,1348.83,7543.27,39,115.46,34.59,0.0048
MKT000014944,17/01/2024,CMP00251,CH04,862.91,4655.6,40,94.51,21.57,0.003
MKT000014951,21/05/2024,CMP00269,CH01,857.76,4522.49,26,47.33,32.99,0.0019
MKT000014953,12/10/2024,CMP00058,CH05,6041.72,72387.28,260,94.96,23.24,0.0175
MKT000014954,20/02/2024,CMP00243,CH03,339.94,2528.13,19,108.68,17.89,0.0053
MKT000014957,16/06/2024,CMP00223,CH04,740.07,1652.8,4,83.19,185.02,0.0008
MKT000014958,21/01/2024,CMP00056,CH04,774.55,1271.27,11,49.79,70.41,0.0035
MKT000014959,13/03/2024,CMP00035,CH01,4964.77,13193.67,44,90.25,112.84,0.0027
MKT000014962,03/03/2024,CMP00045,CH05,468.92,1096.64,7,112.31,66.99,0.0012
MKT000014967,20/10/2024,CMP00112,CH01,3408.61,16899.51,68,85.19,50.13,0.0044
MKT000014969,28/05/2024,CMP00135,CH02,858.11,12362.31,57,87.63,15.05,0.0034
MKT000014970,02/06/2024,CMP00210,CH06,1716.51,1689.67,7,126.41,245.22,0.0006
MKT000014971,05/07/2024,CMP00237,CH01,1912.95,6368.2,31,79.78,61.71,0.002
MKT000014979,17/11/2024,CMP00067,CH05,"507,94",4465.62,9,114.58,56.44,0.0006
MKT000014982,13/08/2024,CMP00277,CH01,2230.68,17889.52,80,78.22,27.88,0.0121
MKT000014992,19/10/2024,CMP00043,CH01,1556.32,1192.67,8,85.55,194.54,0.0008
MKT000014997,07/02/2024,CMP00154,CH01,1171.95,2396.2,8,85.99,146.49,0.0011
MKT000014998,27/04/2024,CMP00045,CH05,"6677,05",22979.29,76,87.55,87.86,0.015
MKT000014999,22/12/2024,CMP00009,CH04,2365.42,8961.73,31,108.97,76.3,0.0026
MKT000015000,23/06/2024,CMP00029,CH01,900.2,3646.07,15,56.6,60.01,0.0037
MKT000015003,05/05/2024,CMP00151,CH01,2023.67,6609.17,38,59.26,53.25,0.0063
MKT000015006,06/10/2024,CMP00215,CH04,832.72,2321.39,9,113.1,92.52,0.0016
MKT000015007,29/06/2024,CMP00229,CH04,2159.86,7205.29,43,83.8,50.23,0.0085
MKT000015008,27/04/2024,CMP00024,CH04,1927.64,7067.83,30,106.5,64.25,0.0022
MKT000015010,11/04/2024,CMP00087,CH06,2027.26,9595.49,34,77.98,59.63,0.0023
MKT000015015,13/12/2024,CMP00148,CH02,193.3,1397.62,4,86.98,48.32,0.0005
MKT000015022,10/07/2024,CMP00056,CH04,3646.76,13693.06,54,86.17,67.53,0.0031
MKT000015023,12/09/2024,CMP00231,CH01,211.3,1160.44,1,57.78,211.3,0.0001
MKT000015029,07/06/2024,CMP00026,CH02,80.0,1489.19,4,82.5,20.0,0.0008
MKT000015034,23/09/2024,CMP00144,CH04,1425.99,4441.64,17,119.81,83.88,0.0011
MKT000015041,05/09/2024,CMP00225,CH02,80.0,1299.57,4,81.51,20.0,0.0009
MKT000015043,10/06/2024,CMP00202,CH03,199.55,807.5,6,110.02,33.26,0.0045
MKT000015048,16/11/2024,CMP00246,CH03,935.32,4752.19,30,82.21,31.18,0.0045
MKT000015049,17/09/2024,CMP00035,CH01,3546.16,7073.4,31,97.59,114.39,0.0048
MKT000015053,19/04/2024,CMP00199,CH04,326.93,1540.97,7,85.17,46.7,0.0004
MKT000015056,20/12/2024,CMP00042,CH04,2632.45,7295.56,35,100.38,75.21,0.0023
MKT000015059,26/07/2024,CMP00086,CH03,813.56,4430.72,35,82.5,23.24,0.0024
MKT000015062,12/08/2024,CMP00018,CH01,2322.44,7617.51,35,87.96,66.36,0.0021
MKT000015066,07/03/2024,CMP00190,CH06,4462.37,29030.38,155,93.99,28.79,0.0158
MKT000015068,13/11/2024,CMP00096,CH03,3344.33,22774.18,198,93.79,16.89,0.0391
MKT000015069,06/04/2024,CMP00043,CH01,560.52,4201.13,29,103.12,19.33,0.002
MKT000015073,13/09/2024,CMP00099,CH02,231.49,2217.91,9,73.09,25.72,0.0023
MKT000015077,11/08/2024,CMP00264,CH01,758.86,6636.57,23,98.54,32.99,0.0022
MKT000015078,15/09/2024,CMP00037,CH05,1450.5,10034.63,38,83.91,38.17,0.0033
MKT000015079,03/06/2024,CMP00131,CH04,1470.09,4374.44,18,117.62,81.67,0.0011
MKT000015081,04/09/2024,CMP00191,CH01,598.45,2508.88,23,98.39,26.02,0.0043
MKT000015086,27/10/2024,CMP00208,CH01,2271.47,8901.68,58,81.68,39.16,0.0037
MKT000015087,17/06/2024,CMP00262,CH06,1265.99,7396.13,33,109.79,38.36,0.0025
MKT000015088,16/02/2024,CMP00209,CH04,295.95,2183.57,11,78.31,26.9,0.0009
MKT000015089,04/08/2024,CMP00082,CH06,566.69,3608.88,13,80.45,43.59,0.0025
MKT000015098,23/02/2024,CMP00076,CH02,206.9,1632.14,11,72.82,18.81,0.0012
MKT000015099,03/11/2024,CMP00002,CH04,4158.0,23340.8,118,121.97,35.24,0.0074
MKT000015102,25/03/2024,CMP00166,CH02,80.0,331.65,2,66.9,40.0,0.0001
MKT000015106,10/06/2024,CMP00220,CH04,1193.15,6540.16,21,95.84,56.82,0.0028
MKT000015109,21/07/2024,CMP00190,CH06,1019.56,2312.57,11,107.33,92.69,0.004
MKT000015111,04/08/2024,CMP00014,CH03,267.89,1519.21,10,76.46,26.79,0.0027
MKT000015116,15/03/2024,CMP00151,CH01,513.1,2148.21,9,79.17,57.01,0.0006
MKT000015122,16/10/2024,CMP00111,CH05,2163.73,7679.92,27,98.87,80.14,0.0018
MKT000015123,02/03/2024,CMP00097,CH06,1569.1,3223.78,14,58.97,112.08,0.001
MKT000015125,29/10/2024,CMP00017,CH04,2065.71,5929.9,27,101.6,76.51,0.0036
MKT000015132,21/08/2024,CMP00046,CH05,2222.51,7823.59,34,117.38,65.37,0.0053
MKT000015136,28/12/2024,CMP00110,CH06,1232.96,4460.45,11,128.6,112.09,0.0006
MKT000015137,02/11/2024,CMP00235,CH06,1974.38,4917.39,11,125.89,179.49,0.002
MKT000015138,20/05/2024,CMP00070,CH05,3862.91,3932.21,15,91.86,257.53,0.0015
MKT000015139,30/12/2024,CMP00258,CH03,537.99,7076.81,33,66.15,16.3,0.002
MKT000015147,26/06/2024,CMP00216,CH03,295.49,3176.6,13,102.27,22.73,0.0011
MKT000015148,31/03/2024,CMP00270,CH01,3847.78,10148.22,41,82.75,93.85,0.0094
MKT000015150,06/12/2024,CMP00037,CH05,1632.24,19122.25,74,79.17,22.06,0.0042
MKT000015154,14/04/2024,CMP00062,CH02,349.96,2116.36,7,82.27,49.99,0.0015
MKT000015163,23/10/2024,CMP00085,CH01,1143.2,7757.21,40,61.96,28.58,0.0043
MKT000015165,25/10/2024,CMP00064,CH02,581.49,6854.42,19,96.5,30.6,0.0011
MKT000015169,07/11/2024,CMP00059,CH05,4404.75,15303.13,73,105.96,60.34,0.0041
MKT000015175,22/09/2024,CMP00027,CH02,80.0,829.19,7,81.39,11.43,0.0052
MKT000015198,21/01/2024,CMP00150,CH03,1205.85,10368.51,67,81.7,18.0,0.0264
MKT000015204,12/01/2024,CMP00072,CH04,1422.32,7493.53,42,78.1,33.86,0.0101
MKT000015206,03/07/2024,CMP00141,CH05,575.65,2167.14,3,69.97,191.88,0.0005
MKT000015207,09/12/2024,CMP00060,CH02,130.36,2178.15,12,125.84,10.86,0.0027
MKT000015211,05/11/2024,CMP00203,CH02,238.23,2831.79,9,74.23,26.47,0.0005
MKT000015218,15/07/2024,CMP00188,CH06,325.68,1233.1,4,99.53,81.42,0.0008
MKT000015219,18/10/2024,CMP00225,CH02,103.28,1172.18,10,112.98,10.33,0.0006
MKT000015220,06/02/2024,CMP00232,CH06,460.9,1218.61,7,79.78,65.84,0.0006
MKT000015227,17/06/2024,CMP00097,CH06,1440.59,5091.72,19,64.77,75.82,0.0057
MKT000015229,07/03/2024,CMP00181,CH01,921.91,3845.89,15,78.03,61.46,0.0009
MKT000015230,22/09/2024,CMP00040,CH01,1073.51,3472.99,11,63.44,97.59,0.0009
MKT000015232,22/11/2024,CMP00251,CH04,892.58,4889.41,20,67.56,44.63,0.0217
MKT000015233,10/02/2024,CMP00037,CH05,659.03,5769.89,20,93.54,32.95,0.0013
MKT000015239,12/07/2024,CMP00230,CH01,2364.1,5543.35,35,64.76,67.55,0.002
MKT000015244,07/01/2024,CMP00141,CH05,1026.57,5721.92,15,81.44,68.44,0.0057
MKT000015245,23/02/2024,CMP00116,CH04,2803.27,14407.52,84,93.03,33.37,0.0063
MKT000015246,30/09/2024,CMP00131,CH04,769.1,2874.16,10,36.9,76.91,0.0008
MKT000015248,17/02/2024,CMP00161,CH01,504.9,1939.87,13,78.64,38.84,0.0058
MKT000015252,07/04/2024,CMP00065,CH03,716.45,6502.21,41,95.59,17.47,0.0062
MKT000015258,28/03/2024,CMP00245,CH01,1032.47,6004.49,21,107.41,49.17,0.0015
MKT000015265,14/02/2024,CMP00125,CH04,314.63,1506.31,7,92.9,44.95,0.0005
MKT000015267,27/08/2024,CMP00161,CH01,3621.4,16136.3,65,78.02,55.71,0.0046
MKT000015268,16/02/2024,CMP00238,CH04,1611.82,7829.84,55,125.89,29.31,0.0058
MKT000015273,25/02/2024,CMP00021,CH01,2823.48,16051.86,76,110.94,37.15,0.0091
MKT000015280,30/08/2024,CMP00094,CH01,835.38,1645.51,8,86.47,104.42,0.001
MKT000015287,02/04/2024,CMP00149,CH01,932.89,2872.85,11,61.74,84.81,0.0014
MKT000015291,14/03/2024,CMP00167,CH03,1266.15,13976.95,93,89.92,13.61,0.0061
MKT000015292,20/06/2024,CMP00265,CH01,1621.61,7087.52,35,109.69,46.33,0.0023
MKT000015296,13/02/2024,CMP00123,CH06,"458,95",1787.06,7,81.77,65.56,0.0017
MKT000015297,02/05/2024,CMP00094,CH01,912.4,4769.13,14,123.65,65.17,0.0078
MKT000015301,29/11/2024,CMP00112,CH01,2771.39,13505.29,65,77.85,42.64,0.0065
MKT000015306,08/11/2024,CMP00003,CH03,1447.91,18668.09,122,78.13,11.87,0.0138
MKT000015307,17/12/2024,CMP00168,CH01,2723.56,10633.8,48,100.71,56.74,0.0044
MKT000015315,13/12/2024,CMP00073,CH01,3581.43,14637.52,75,97.76,47.75,0.0043
MKT000015316,04/02/2024,CMP00134,CH01,2499.12,11936.43,47,82.46,53.17,0.0037
MKT000015317,29/11/2024,CMP00275,CH05,1457.13,4443.13,24,120.08,60.71,0.0014
MKT000015318,06/11/2024,CMP00050,CH01,1441.64,9088.48,36,103.95,40.05,0.0182
MKT000015324,04/07/2024,CMP00238,CH04,9875.57,5762.91,27,58.99,365.76,0.0078
MKT000015327,01/05/2024,CMP00263,CH04,915.48,1068.01,3,109.8,305.16,0.0002
MKT000015328,09/07/2024,CMP00044,CH03,3557.46,47219.84,260,76.98,13.68,0.0163
MKT000015335,24/12/2024,CMP00186,CH04,1673.15,6314.91,21,99.67,79.67,0.0022
MKT000015336,17/12/2024,CMP00234,CH02,"271,68",4375.09,28,109.23,9.7,0.0049
MKT000015337,28/12/2024,CMP00107,CH05,4751.13,18331.25,112,93.74,42.42,0.0149
MKT000015340,06/02/2024,CMP00275,CH05,1492.03,6621.68,29,69.89,51.45,0.0023
MKT000015341,29/12/2024,CMP00024,CH04,2792.17,7104.85,39,64.17,71.59,0.0031
MKT000015343,03/12/2024,CMP00070,CH05,1870.77,16753.1,68,104.27,27.51,0.004
MKT000015345,17/09/2024,CMP00242,CH06,708.69,1650.72,10,86.79,70.87,0.0008
MKT000015350,16/10/2024,CMP00185,CH02,1512.58,8927.09,45,116.07,33.61,0.0048
MKT000015355,25/06/2024,CMP00082,CH06,750.06,2452.1,16,75.88,46.88,0.0032
MKT000015357,31/12/2024,CMP00259,CH02,"177,88",2530.83,14,80.12,12.71,0.0025
MKT000015361,27/11/2024,CMP00069,CH03,519.69,5681.87,50,100.03,10.39,0.0051
MKT000015364,31/08/2024,CMP00150,CH03,294.98,4342.13,29,81.66,10.17,0.014
MKT000015372,25/02/2024,CMP00010,CH01,1719.33,7968.34,38,80.14,45.25,0.0085
MKT000015380,19/04/2024,CMP00012,CH04,2609.36,15997.54,65,76.34,40.14,0.0141
MKT000015397,14/11/2024,CMP00014,CH03,583.53,3589.73,32,99.29,18.24,0.0179
MKT000015399,07/03/2024,CMP00229,CH04,629.59,3149.18,13,97.15,48.43,0.002
MKT000015401,23/01/2024,CMP00081,CH03,833.15,13076.3,111,102.82,7.51,0.0089
MKT000015402,29/05/2024,CMP00028,CH05,2990.36,10092.22,32,97.17,93.45,0.0042
MKT000015403,16/06/2024,CMP00159,CH02,140.95,1275.98,3,47.31,46.98,0.0007
MKT000015411,24/09/2024,CMP00069,CH03,229.25,1140.66,3,87.14,76.42,0.0005
MKT000015414,31/05/2024,CMP00068,CH01,3086.4,21487.68,87,83.68,35.48,0.0235
MKT000015417,02/02/2024,CMP00167,CH03,"237,94",1260.66,6,65.53,39.66,0.0025
MKT000015426,12/03/2024,CMP00063,CH02,195.03,761.69,2,69.66,97.52,0.0003
MKT000015427,19/10/2024,CMP00096,CH03,94.09,928.49,8,88.22,11.76,0.0005
MKT000015433,21/08/2024,CMP00225,CH02,219.2,1152.61,10,80.51,21.92,0.0016
MKT000015434,14/12/2024,CMP00125,CH04,1918.58,11561.86,53,66.42,36.2,0.0036
MKT000015440,17/06/2024,CMP00133,CH03,613.01,2506.45,17,77.8,36.06,0.0011
MKT000015443,10/03/2024,CMP00139,CH03,1454.62,8256.71,73,94.54,19.93,0.0042
MKT000015445,15/11/2024,CMP00246,CH03,1299.85,10787.66,62,89.54,20.97,0.0039
MKT000015449,10/06/2024,CMP00146,CH01,1292.95,6645.07,25,78.8,51.72,0.0051
MKT000015453,20/10/2024,CMP00166,CH02,119.29,712.24,1,107.63,119.29,0.0003
MKT000015455,13/12/2024,CMP00101,CH05,16224.76,110031.68,260,96.03,62.4,0.0147
MKT000015459,27/02/2024,CMP00258,CH03,1858.82,13747.93,103,77.37,18.05,0.0059
MKT000015461,02/09/2024,CMP00102,CH02,156.64,1679.49,6,81.29,26.11,0.0013
MKT000015463,29/04/2024,CMP00171,CH04,838.2,2782.36,17,51.92,49.31,0.0015
MKT000015466,14/04/2024,CMP00193,CH01,1564.75,6759.27,27,106.1,57.95,0.002
MKT000015469,08/12/2024,CMP00195,CH05,1559.09,8529.81,48,116.65,32.48,0.0028
MKT000015470,18/02/2024,CMP00182,CH02,159.12,932.43,4,90.13,39.78,0.0003
MKT000015471,23/12/2024,CMP00091,CH06,2193.22,7679.21,40,88.29,54.83,0.007
MKT000015473,14/09/2024,CMP00050,CH01,1008.13,4054.86,25,102.68,40.33,0.002
MKT000015475,19/12/2024,CMP00033,CH04,343.26,1508.41,9,101.12,38.14,0.0011
MKT000015476,11/09/2024,CMP00114,CH05,1766.21,22176.44,102,102.83,17.32,0.0267
MKT000015477,29/12/2024,CMP00161,CH01,2174.24,6718.74,38,80.85,57.22,0.0026
MKT000015481,29/01/2024,CMP00086,CH03,1570.76,20952.24,106,111.59,14.82,0.0061
MKT000015487,02/01/2024,CMP00085,CH01,3941.44,19218.35,100,91.68,39.41,0.0086
MKT000015488,11/09/2024,CMP00144,CH04,649.23,1637.46,1,65.56,649.23,0.0001
MKT000015493,03/10/2024,CMP00147,CH01,2127.88,5595.07,31,45.58,68.64,0.0062
